,id,date,tweet
5513,1208840481880150018,2019-12-22 20:03:24,"@teslaownersSV @cgpgrey Regarding 2.X to 3 hardware update, that should happen in earnest in Q1. Software feature delta was zero until now, so not much point in doing it before then."
5514,1208839653979119616,2019-12-22 20:00:07,"@EV_Stevee @teslaownersSV @cgpgrey Pretty much, although if there was a way to spend money to solve software problems sooner, I’d love it. The real constraint is finding great software engineers."
5515,1208838589582209024,2019-12-22 19:55:53,@flcnhvy @cgpgrey @thirdrowtesla Ok sure
5516,1208837788180725760,2019-12-22 19:52:42,@EV_Stevee @teslaownersSV @cgpgrey Sorry for the delay on V2.X! We just couldn’t get it all done in time.
5517,1208837592059219968,2019-12-22 19:51:55,"@marialauraadr @teslaownersSV @cgpgrey Unfortunately, this has been necessary for many years, but hopefully not forever"
5518,1208836576521814016,2019-12-22 19:47:53,"@teslaownersSV @cgpgrey Sorry, it’s been a bit of a struggle. Software team has been working all weekend to resolve last minute issues. Hopefully starts rolling out tonight."
5535,1208468535292203008,2019-12-21 19:25:25,@teslaownersSV Yes
5543,1207916492265680897,2019-12-20 06:51:48,"@Sofiaan @thirdrowtesla Needs a few more days of validation, then early access, then wide release"
5546,1207581363328520192,2019-12-19 08:40:07,"@oxfordteddy @teslainventory @teslaownersSV No, as that’s OG Mobileye hardware"
5548,1207580289758683136,2019-12-19 08:35:51,"@teslainventory @teslaownersSV This is quite a thorny hardware problem, as there are many diff versions of mcu &amp; autopilot computer &amp; supporting hardware. Cars last so much longer than phones! Hopefully able to upgrade mcu1 &amp; ap2.0 in a few months."
5552,1207570485006995456,2019-12-19 07:56:53,"@master_ov @tesletter @teslaownersSV Yes, just costs a few thousand dollars &amp; is more complex than a board swap. Bunch of connectors &amp; antennas need to change. We can improve the speed a little with software optimization, which might be enough."
5553,1207421568613142528,2019-12-18 22:05:09,@tesletter @teslaownersSV I think we can improve that with a little software optimization
5555,1207416732609990656,2019-12-18 21:45:56,@teslaownersSV MCU (infotainment computer) upgrade not recommended imo. Isn’t needed for full self-driving &amp; cost is ~$2k for limited entertainment improvements.
5598,1203464422674485248,2019-12-08 00:00:52,"@teslaownersSV We’ll aim to have it come out same time as truck. Two seater electric ATV designed to work with Cybertruck will be fun! Electric dirt bikes would be cool too. We won’t do road bikes, as too dangerous. I was hit by a truck &amp; almost died on one when I was 17."
5602,1203460181549449216,2019-12-07 23:44:01,@Real_John_D @Teslarati @tesla_raj There will be no loss of either
5603,1203452693005496320,2019-12-07 23:14:15,"@flcnhvy @Teslarati @tesla_raj That will require a full redesign, but probably ~73 inches or ~185 cm width"
5604,1203451690822725633,2019-12-07 23:10:16,"@Everman @Teslarati @tesla_raj True, more for parking at destination. Really needs to fit in same external envelope as a full-size SUV, but with better height control with air suspension, so it can fit in low clearance parking garages."
5605,1203449814563708929,2019-12-07 23:02:49,@Teslarati @tesla_raj We can prob reduce width by an inch &amp; maybe reduce length by 6+ inches without losing on utility or esthetics. Min height is below 75 inches when air suspension set to low. Will post exact number soon.
5690,1197714124852977664,2019-11-22 03:11:14,@tesla_addicted @DMC_Ryan Haha
5711,1196501960305696768,2019-11-18 18:54:31,@teslaownersSV @Teslarati Not sure. Maybe write or message carmakers who oppose the environmental initiative?
5751,1192596285796143104,2019-11-08 00:14:46,@jchybow @teslaownersSV @flcnhvy Pretty much
5752,1192596151221927936,2019-11-08 00:14:14,"@leo_cadle @teslaownersSV @flcnhvy Exactly! It’s also a far more exciting &amp; inspiring future if consciousness is out there among the stars, than forever confined to Earth until some eventual extinction event, however far in the future that may be (hopefully, very far)."
5753,1192595260464979969,2019-11-08 00:10:42,"@teslaownersSV @flcnhvy No, in the beginning, assuming you even make it there alive, Mars will be far more dangerous &amp; difficult than Earth &amp; take decades of hard labor to make self-sufficient. That’s the sales pitch. Want to go?"
5754,1192551728597438465,2019-11-07 21:17:43,"@teslaownersSV @flcnhvy So it will take about 20 years to transfer a million tons to Mars Base Alpha, which is hopefully enough to make it sustainable"
5755,1192551334664261633,2019-11-07 21:16:09,@teslaownersSV @flcnhvy As the planets align only once every two years
5756,1192551111359492096,2019-11-07 21:15:16,@teslaownersSV @flcnhvy A thousand ships will be needed to create a sustainable Mars city
5796,1189361139731165185,2019-10-30 01:59:27,@themuskbros @teslaownersSV That’s significantly improved in current production
5798,1189360237234409472,2019-10-30 01:55:52,"@teslaownersSV If you have autonav enabled, car will automatically navigate either to address in calendar, to work if you’re home &amp; to home if at work. Not sure if that’s in wide release yet, but def in early access. It’s an awesome feature."
5814,1188850739956703232,2019-10-28 16:11:18,@flcnhvy @teslaownersSV I’d recommend regular solar panels for flat roofs
5816,1188847668191039491,2019-10-28 15:59:06,@teslaownersSV Will do what we can for anyplace affected by natural disasters
5885,1183859044055801856,2019-10-14 21:36:05,"@teslaownersSV @Sofiaan @annerajb @tesla_addicted We’re working on a simple initial version of Autopark. Will be safe, but sometimes park in silly places that aren’t actual parking spaces."
5886,1183858619382525952,2019-10-14 21:34:24,"@Sofiaan @annerajb @tesla_addicted Yeah, great team!"
5891,1183782167924506627,2019-10-14 16:30:37,@annerajb @tesla_addicted Software
5893,1183781948939882496,2019-10-14 16:29:44,@tesla_addicted Will start rendering traffic cones in the display soon
5895,1183779196876685315,2019-10-14 16:18:48,@tesla_truth @annerajb @YogiSC1127 @Tesla True
5900,1183593769272131585,2019-10-14 04:01:59,@teslaownersSV @28delayslater @Charalanahzard ♥️ hot pot
5920,1183114722989621248,2019-10-12 20:18:25,"@tesla_truth @BarkMSmeagol @vincent13031925 @jchybow @JohnnaCrider1 @28delayslater @flcnhvy @AfMusk .@DrPatSoonShiong, are you aware that one of your senior journalists (Russ Mitchell) is openly funding a fake charity run by an online bully?"
5921,1183106801769697280,2019-10-12 19:46:57,@tesla_truth @BarkMSmeagol @vincent13031925 @jchybow @JohnnaCrider1 @28delayslater @flcnhvy @AfMusk Super messed up situation!
5930,1182825609686241280,2019-10-12 01:09:35,@tesla_addicted @sanjeev_r11 @vincent13031925 Putting panels on east or west facing roofs works well too. Energy loss is fairly minor. Just north facing that’s problematic above ~30 deg latitude.
5939,1182192515778170881,2019-10-10 07:13:54,@RationalEtienne @tesla_truth @AfMusk @28delayslater @EvaFoxU @JohnnaCrider1 @vincent13031925 @mayemusk @RenataKonkoly @Tesla @zshahan3 True 🤣🤣
5941,1182189464736526337,2019-10-10 07:01:47,@tesla_truth Exactly
5948,1181991353212817408,2019-10-09 17:54:33,@Kristennetten @annerajb @tesla_truth 🚀🚘 🧠🕳
5949,1181990505363599360,2019-10-09 17:51:11,@annerajb @tesla_truth Yes
5950,1181990398379483137,2019-10-09 17:50:45,@tesla_truth No change
5963,1181841203286790144,2019-10-09 07:57:55,@teslaownersSV Yes
5966,1181781720841908224,2019-10-09 04:01:33,@alex_gayer @teslaownersSV Will remove
5967,1181781181316026369,2019-10-09 03:59:24,@teslaownersSV Thanks for mentioning. Should be enabled on all loaner cars.
5992,1180877420821237760,2019-10-06 16:08:11,@teslaownersSV Sure
6001,1179996203574013953,2019-10-04 05:46:32,@tesla_truth 🤣🤣
6009,1179524946478817280,2019-10-02 22:33:56,"@teslaownersSV @arctechinc Not sure, will ask regulators"
6016,1179519667808768000,2019-10-02 22:12:57,"@tesla_truth Thanks, Tesla team is the strongest it’s ever been &amp; doing an amazing job! Honored to work beside them."
6038,1178013709546991619,2019-09-28 18:28:49,"@tesla_truth @NRF_designs We’re going to use the pedestrian pink noise speaker to talk to people &amp; create customized horn sounds. “I beg your pardon, but would you be so kind as to allow me to proceed?” Said in the voice of Mr. Darcy."
6039,1178012340383621120,2019-09-28 18:23:23,"@tesla_truth Special light pattern (but not hazards, as they’re too shrill) seems right"
6040,1178011464852004864,2019-09-28 18:19:54,@tesla_truth Makes sense
6041,1177961429703507968,2019-09-28 15:01:04,@tesla_truth @Tesla Precisely
6071,1177074975020220416,2019-09-26 04:18:37,@MarkChica @Kristennetten @TeslaGong @teslaownersSV @Teslatunity @Tesla We could probably do that
6073,1177069611142901762,2019-09-26 03:57:18,"@TeslaGong @teslaownersSV @Teslatunity @Tesla Not sure we could go quite that tight, but we can for sure allow much narrower spaces at user’s discretion"
6076,1177064952429010945,2019-09-26 03:38:48,@teslaownersSV @Teslatunity @Tesla Absolutely
6121,1175806316977278977,2019-09-22 16:17:26,@teslaownersSV Thanks!
6133,1174812459800002560,2019-09-19 22:28:12,"@itsJayLew @tesletter @tesla_truth No, it’s one integrated release"
6134,1174811595047763968,2019-09-19 22:24:45,"@tesletter @tesla_truth Fixing several minor bugs &amp; a regression in highway driving, so probably early to mid next week"
6136,1174809495056220160,2019-09-19 22:16:25,@tesla_truth Well said
6161,1173997143037603840,2019-09-17 16:28:25,@flcnhvy @ElonAccessories @teslaownersSV @Teslarati You never know …
6163,1173996432199602176,2019-09-17 16:25:35,"@ElonAccessories @teslaownersSV @flcnhvy @Teslarati Actually, Model 3 would beat the Taycan on Nürburgring over multiple laps, as it has more range"
6164,1173995428498378752,2019-09-17 16:21:36,"@teslaownersSV @flcnhvy @Teslarati No, but very close"
6177,1173640069673967616,2019-09-16 16:49:32,@Sofiaan @Kristennetten @EvaFoxU @justpaulinelol @teslaownersSV @Model3Owners Great conversation-starter!
6179,1173638615504523264,2019-09-16 16:43:45,@Kristennetten @EvaFoxU @justpaulinelol @teslaownersSV @Model3Owners I want this T-shirt!
6180,1173613190191562752,2019-09-16 15:02:43,"@justpaulinelol @teslaownersSV @Kristennetten @Model3Owners Service center expansion is at max speed, so yes"
6182,1173325389411835904,2019-09-15 19:59:06,@teslamodel3fan Maybe we can buffer enough of it onboard. Will check.
6186,1173323772532858881,2019-09-15 19:52:41,@annerajb @TeslaForLife @teslaownersSV @Kristennetten @Model3Owners Getting close
6194,1172956594365071361,2019-09-14 19:33:39,"@TeslaForLife @teslaownersSV @Kristennetten @Model3Owners Exactly! We’ve only one car factory in California &amp; one Gigafactory (for batteries &amp; drive units) in Nevada. Giga Shanghai will do cars, batteries &amp; drive units for the greater China area. Over time, regional Gigafactories will lower costs &amp; improve logistics worldwide."
6195,1172932809297498113,2019-09-14 17:59:08,"@teslaownersSV @Kristennetten @Model3Owners Should note that these product mix &amp; logistics errors also results in regional *undersupply*, eg UK &amp; Ireland right now, but we don’t raise the prices even so. The intent, at any given moment in time, is: heads we lose, tails buyers win."
6196,1172931367958540288,2019-09-14 17:53:24,"@teslaownersSV @Kristennetten @Model3Owners That’s not to say that Tesla people somewhere in the world are being overzealous &amp; possibly overstepping our core principles, which is why I’m looking into it"
6197,1172930768986722304,2019-09-14 17:51:01,"@teslaownersSV @Kristennetten @Model3Owners At end of quarter, there is always some error in product mix allocation between the roughly 40 global regions, due to planning mistakes &amp; logistics problems (Earth is a big place). Small changes in prices are needed to correct local supply/demand imbalances."
6230,1171879698491559936,2019-09-11 20:14:27,@v_g_fischer @teslaownersSV @flcnhvy @nichegamer A Flock of Bricks
6232,1171788208994058243,2019-09-11 14:10:54,@RenataKonkoly @teslaownersSV @flcnhvy @nichegamer Cuphead
6233,1171787976218562562,2019-09-11 14:09:58,@teslaownersSV @flcnhvy @nichegamer Of course
6250,1171334805088137216,2019-09-10 08:09:14,@tesla_truth Exactly
6287,1170422160654884864,2019-09-07 19:42:43,@RenataKonkoly @HarryStoltz1 @teslaownersSV @tesla_truth @Tesla Yes
6289,1170416099885604864,2019-09-07 19:18:38,@flcnhvy @annerajb @brandonbernicky @Gfilche @teslaownersSV @tesla_truth @Tesla We might be in one right now
6290,1170416016226058240,2019-09-07 19:18:18,"@IvanEscobosa @annerajb @brandonbernicky @Gfilche @teslaownersSV @tesla_truth @Tesla No, probably V10.1"
6291,1170415568081416192,2019-09-07 19:16:31,"@annerajb @brandonbernicky @Gfilche @teslaownersSV @tesla_truth @Tesla Merging code branches &amp; one more QA-level release this week. Hopefully, EAP wide release week after."
6292,1170414434763698176,2019-09-07 19:12:01,"@brandonbernicky @Gfilche @teslaownersSV @tesla_truth @Tesla Looking good. Smart summon is almost great. Drive-in theater mode, caraoke &amp; Cuphead are awesome."
6293,1170413664714641408,2019-09-07 19:08:57,@Gfilche @teslaownersSV @tesla_truth @Tesla 🥳
6294,1170408143102201857,2019-09-07 18:47:01,@HarryStoltz1 @teslaownersSV @tesla_truth @Tesla For sure on first crewed missions for exactly that reason
6295,1170407594948624384,2019-09-07 18:44:50,"@teslaownersSV @tesla_truth @Tesla Wanted to build an electric car company in college. Was going to do PhD at Stanford in electric energy storage (ultracaps), but got distracted for a few years by the Internet."
6296,1170406762588979200,2019-09-07 18:41:31,@tesla_truth @Tesla 10 years ago …
6325,1168994403656130562,2019-09-03 21:09:19,@teslaownersSV @tesla_truth Yup
6327,1168994176375173123,2019-09-03 21:08:25,@tesla_truth Definitely
6334,1167280620726345729,2019-08-30 03:39:21,@tesla_truth Exactly
6360,1166181271489265665,2019-08-27 02:50:56,@teslaownersSV Appears to be a wiring/connector issue
6372,1165378460610523136,2019-08-24 21:40:51,@FuzionPlaysTV @teslaownersSV Exactly! Especially let your PUC commissioners/authorities know.
6398,1163870594384797696,2019-08-20 17:49:08,"@MemesOfMars @Teslarati @ray4tesla Yeah, would be great to get feedback from Tesla supporters"
6399,1163870254683938818,2019-08-20 17:47:47,"@teslaownersSV @Teslarati Initially Model 3, later Y"
6457,1160639760219566080,2019-08-11 19:50:57,@Kristennetten @tesla_truth Ok
6458,1160638254141431808,2019-08-11 19:44:58,@tesla_truth Possibly two weeks
6555,1157390854991912960,2019-08-02 20:40:57,@LobbycastGeoff @teslamodel3fan @Tesla Good idea
6580,1155291190490570752,2019-07-28 01:37:38,@teslaownersSV Haha probably true (sigh)
6746,1148690940330151936,2019-07-09 20:30:36,@teslaownersSV @kvlly I think so. Will check.
6788,1147935541347807232,2019-07-07 18:28:55,@tesla_truth 👍
6833,1144334332842119168,2019-06-27 19:59:00,"@teslaownersSV We poured our heart &amp; soul into it. Lot of hubris too, but no regrets. Fabergé egg of cars."
6861,1143388381885403137,2019-06-25 05:20:08,@autonomyEV @tesla_truth @marialauraadr @_TomCross_ He was the real deal
6862,1143387951470133250,2019-06-25 05:18:25,@autonomyEV @tesla_truth @marialauraadr @_TomCross_ One of our main conference rooms at SpaceX is named after Goddard
6866,1143361574977101824,2019-06-25 03:33:36,@tesla_truth @_TomCross_ Yeah
6882,1143277935060803589,2019-06-24 22:01:15,@Scobleizer @Tesla @teslaownersSV 🖤 Tesla Software Engineering 🖤
6891,1143139343948759040,2019-06-24 12:50:32,@teslaownersSV @elontimes Excessive shades of grey
6989,1139030512457195522,2019-06-13 04:43:30,"@tesla_truth Yeah, they were a little off the mark  https://t.co/yqZhvkbdrt"
7017,1134619380166168576,2019-06-01 00:35:15,@LittleMissFlint @tesla_truth @BBCScienceNews Science 😀👍
7018,1134611776438325248,2019-06-01 00:05:02,@tesla_truth Read it on @BBCScienceNews  https://t.co/k9nJ5Q2QBS
7019,1134611281359454208,2019-06-01 00:03:04,@teslaownersSV 😀
7036,1134101210024169472,2019-05-30 14:16:13,"@BdgBill @teslaownersSV @Tesla Based on our data, Autopilot miles appear to be twice as safe as manually driven miles, and we expect this to improve further"
7064,1132375258969677824,2019-05-25 19:57:54,@teslaownersSV @Tesla Whoa cool 😀
7096,1132014489577041921,2019-05-24 20:04:20,"@tesla_truth Ironically, same publications will attack me for compensation tied to Tesla tripling in value and imply Tesla is worthless. They can’t *both* be true!"
7143,1131238800980451328,2019-05-22 16:42:02,@teslainventory Coming soon
7248,1126239938129752066,2019-05-08 21:38:20,@PauljHorton @teslamodel3fan Oh. They have nice pictures there.
7249,1126239705354211328,2019-05-08 21:37:24,@teslamodel3fan There are people not on Twitter!? Where are they?
7282,1124812792140161024,2019-05-04 23:07:22,@teslaownersSV Later this month. We need to merge a lot of updates into main code branch.
7339,1122005622654816256,2019-04-27 05:12:40,@teslaownersSV @JaneidyEve Haha yes
7387,1120817773586685957,2019-04-23 22:32:35,"@teslaownersSV @jeffleach Thanks, support super appreciated"
7401,1120562176610263040,2019-04-23 05:36:56,@teslaownersSV @scottwww @ValueAnalyst1 @karpathy @Tesla @nvidia We’ll let the NN loose on Track Mode one day … that’ll be insane
7468,1118046319644332033,2019-04-16 06:59:49,@iliketeslas Haha
7480,1117583191286566912,2019-04-15 00:19:31,@teslaownersSV @DannyLaShep  https://t.co/z9BVWS0O95
7627,1113850051611254784,2019-04-04 17:05:21,@christesla @Tesla Improvements coming soon
7751,1108630032153341952,2019-03-21 07:22:51,"@teslaownersSV @TeslaGong Best to get a Tesla Powerwall, so you can power your house &amp; also drive"
7766,1107369888945831936,2019-03-17 19:55:30,@THE_REAL_KEAGAN @Tesla @LikeTeslaKim @BenSullins @teslainventory Agreed
7798,1106266069847543808,2019-03-14 18:49:19,"@teslainventory @Tesla Next software update will increase storm watch sensitivity. You’re right, it’s currently too low."
7799,1106254070912675840,2019-03-14 18:01:38,@teslainventory @Tesla Checking into this
7805,1105549053696327680,2019-03-12 19:20:09,@WillFealey @TonyTesla4Life @tesla_truth @FredericLambert @jeffborden_cga @marc_benton @MrTommyCampbell @Tesla Yes
7808,1105341204382736384,2019-03-12 05:34:14,@TonyTesla4Life @tesla_truth @FredericLambert @jeffborden_cga @marc_benton @MrTommyCampbell @Tesla Sure
7809,1105340648985518080,2019-03-12 05:32:01,@TonyTesla4Life @tesla_truth @FredericLambert @jeffborden_cga @marc_benton @MrTommyCampbell @Tesla Correct
7822,1105002864898793472,2019-03-11 07:09:47,@teslaownersSV @Jays200 @Tesla Couldn’t resolve all the rights issues. Will add another racing game soon.
7879,1102339932662620160,2019-03-03 22:48:15,@teslaownersSV Yes
7909,1101738512406188032,2019-03-02 06:58:25,"@TonyCrisostomo @tesla_truth @royalflushGK Yeah, we need a few days to update the system. If anyone already paid $3k, they should get $1k back."
8017,1095953042350850049,2019-02-14 07:49:01,@flcnhvy @teslaownersSV @lifebykateb @Tesla @itsCrippleback Yes ♥️ 🎼
8018,1095951337664270336,2019-02-14 07:42:15,"@teslaownersSV @lifebykateb @Tesla @itsCrippleback It will start out slow to make sure there are no corner case issues and then, if that looks good, speed up next week. We def need to add a “Request Latest Update” feature!"
8071,1093425726139772929,2019-02-07 08:26:22,@teslaownersSV @StrikMichael @JothamKitara Sentry Mode (and Dog Mode) roll out next week
8180,1087861236665016321,2019-01-22 23:55:04,"@teslamodel3fan @Tesla Since it’s part of safety &amp; security, all cars with AP2+ hardware will get it"
8216,1084200178087649280,2019-01-12 21:27:20,@teslaownersSV Ok
8317,1078193151498567681,2018-12-27 07:37:33,@teslaownersSV @alexraikos 2020
8516,1069000094479876096,2018-12-01 22:47:38,@EESNY @teslaownersSV @S100Dfan Applying a hydrophobic coating to the radar (located just below nose of car) should help. Easy to do yourself or Tesla service can do it. We’re also working on vision-only driving.
8535,1068387422247907333,2018-11-30 06:13:05,@teslaownersSV Update soon
9396,1016590017052004352,2018-07-10 07:48:42,@teslamodel3fan @Tesla Ok
9824,1005544620854349824,2018-06-09 20:18:14,@teslamarcus1 Coming soon
9828,1005139802826526720,2018-06-08 17:29:38,@teslaology @DMC_Ryan @Tesla We’re building out Tesla body repair in all major metro areas to ensure super fast &amp; excellent outcome
9971,1000456410944061440,2018-05-26 19:19:30,@TKhopshanosov @SaxMike71 @ebol94 @teslainventory @Tesla A Tesla has a usable reserve of 5 to 15 miles range even after the battery reads “empty”. This will not hurt the pack.
10025,999515261479731200,2018-05-24 04:59:43,"@DMC_Ryan @teslanomicsco @Tesla Maybe after you get your Model 3, we can talk about what you like &amp; what needs to be improved"
10026,999513492825620481,2018-05-24 04:52:41,"@DMC_Ryan @teslanomicsco But consider it real. We could unveil Model Y anytime from late this year to mid next year, so March 15 is about right."
10027,999513049470922752,2018-05-24 04:50:55,"@DMC_Ryan @teslanomicsco I just made that up, because the Ides of March sounded good"
10030,999502403207544832,2018-05-24 04:08:37,@teslanomicsco March 15
10101,998739940073590784,2018-05-22 01:38:52,"@teslaology @ElectrekCo @FredericLambert Good point. Yeah, we will do that for the bigger locations."
10105,998673550616621056,2018-05-21 21:15:03,"@reveal @dmatkins137 @ShayneRarma @NASA @Al_Letson Cool, we can do the interview at Tesla in front of the yellow barriers &amp; beeping forklifts you said didn’t exist. Please send your meeting request to wakassliar@tesla.com."
10194,994534079591665664,2018-05-10 11:06:16,@simona_moise @MacTechGenius @teslanomicsco @Wayfair @TeslaClubSweden !! Unnecessary characters. Will change.
10195,994521953754058752,2018-05-10 10:18:05,@MacTechGenius @teslanomicsco @Wayfair @TeslaClubSweden I wrote that masterpiece myself in HTML 1.0
10196,994468381897048069,2018-05-10 06:45:13,"@teslanomicsco @Wayfair @TeslaClubSweden Wow, thanks for the couch! I will match the donation from my foundation."
10321,981975289403076610,2018-04-05 19:22:07,@teslatidbits @Tesla We will add a feature to allow request of latest software version
10362,978142739463208961,2018-03-26 05:32:56,@teslainventory Guaranteed to be Flamethrower-proof!
10782,916407144047558656,2017-10-06 20:57:43,@teslamodel3fan @FredericLambert @MacTechGenius @blundell_apps Answers: Yes. No. Doesn't matter.
11419,856354252209442817,2017-04-24 03:48:58,@JudeBurger @realamberheard @teslaownersau Will definitely do that on my next trip
11448,847890916048338946,2017-03-31 19:18:42,@tesla_addict @TeslaMotors Working on it
11613,828309896122789889,2017-02-05 18:30:43,@christesla @FredericLambert Almost there. We are just being very careful with the rollout.
12558,667516705116065792,2015-11-20 01:35:59,"Ramping up the Autopilot software team at Tesla to achieve generalized full autonomy. If interested, contact autopilot@teslamotors.com."
13101,380454034659753984,2013-09-18 22:11:25,"Engineers interested in working on autonomous driving, pls email autopilot@teslamotors.com. Team will report directly to me."
13259,330877283793530880,2013-05-05 02:51:06,@DouglasBullard @teslamotors Most people have never heard of Nikola Tesla. That will hopefully change over time.
13260,330869907640184832,2013-05-05 02:21:47,"@flyguynscc @teslamotors yes, that has been the goal from the beginning"
13284,329652668547072001,2013-05-01 17:44:55,@realbhuwan @teslamotors Cool :)
13775,1343098161322053632,2020-12-27 07:35:29,"@teslaownersSV @lexfridman Ok, service might be able to do this. Will check."
13776,1343094648928043009,2020-12-27 07:21:32,@teslaownersSV @lexfridman You mean install the external speaker on earlier cars that don’t have it?
13785,1342909163903455233,2020-12-26 19:04:29,@IvanEscobosa @Erdayastronaut @teslaownersSV A few more revisions needed. Probably Beta 10 or 11.
13786,1342905161874718720,2020-12-26 18:48:35,@Erdayastronaut @teslaownersSV Sure
13787,1342889976850120704,2020-12-26 17:48:14,@Erdayastronaut @teslaownersSV Haha ok
13788,1342869781876097031,2020-12-26 16:27:59,"@kkvr2823 @tesla_adri @teslaownersSV There are subtle, important, differences between US &amp; Canada traffic rules, but FSD beta will be extended to Canada very soon"
13789,1342869055041019904,2020-12-26 16:25:06,@tesla_adri @teslaownersSV Yes
13790,1342868633396027392,2020-12-26 16:23:26,@teslaownersSV We need a “match other traffic speed” setting
